frame_id,class_id,center_x,center_y,major_axis,minor_axis,angle,aspect_ratio,area
0,0,0.7982006969696969,0.6580387878787878,0.06283587946671391,0.016131723627846,-174.98031945257532,3.8949331133557386,0.0007961196662961913
1,0,0.7919531249999998,0.6630901499999999,0.06478844881558782,0.019881938751764885,-170.90461265133538,3.2584946131183425,0.0010116870595951399
2,0,0.7852324390243904,0.6672764390243903,0.06644253682310099,0.021297471350617724,-173.98737554016816,3.1195918115115777,0.0011113839735057021
3,0,0.7782812285714285,0.6749602285714285,0.06849151372284744,0.021819553637380185,-170.57744020089487,3.138853159322068,0.001173741629028559
4,0,0.766907,0.676424564102564,0.07794840714798665,0.02332073936934096,-172.12131469458672,3.3423067599519856,0.0014277081597646897
5,0,0.7551862553191488,0.6843970851063829,0.0721028266466819,0.026890737546304982,-170.7814472847793,2.681226027977098,0.0015228070756363008
5,1,0.8119081515151514,0.6673821212121213,0.07052622259188604,0.01823897241182846,-173.72969215122674,3.8665750692775394,0.001010277942970615
6,0,0.7458111702127659,0.6927305531914891,0.07210276057401512,0.026890750038413826,-170.78155983425322,2.681222325472277,0.0015228063876061401
6,1,0.8005608717948719,0.6752136666666667,0.06815871296631848,0.023069074476423153,-176.2726010315673,2.9544210200090344,0.0012349274196979203
7,0,0.7379985957446811,0.6941193829787233,0.07210282014055512,0.02689076187237232,-170.78155407504104,2.681223360624471,0.0015228083157984658
7,1,0.7954947333333333,0.6774999666666666,0.0681519805192893,0.024861218151270906,-174.02891420363866,2.7411866513529692,0.001330732509948585
8,0,0.7309674468085104,0.6955082765957448,0.07210279707766054,0.026890758724828632,-170.78145887651718,2.6812228168286163,0.001522807650467646
8,1,0.7902139210526314,0.6775584210526313,0.06989699718701574,0.026011464416791773,-175.1849260511436,2.687057868376949,0.0014279506654412224
9,0,0.7245794615384613,0.7034188205128206,0.07416057484932494,0.026388972961415062,-167.7224080545831,2.810180023971815,0.0015370410168252348
9,1,0.781631073170732,0.6853658292682926,0.07293272799449964,0.029609259152144747,-174.59381582074076,2.4630898236909533,0.0016960548019353265
10,0,0.7182478095238094,0.7131945,0.070892823481373,0.02252645036087475,-166.56215326158573,3.146952821811487,0.0012542523327199813
10,1,0.7723394864864864,0.6863364324324323,0.07382591198566656,0.030248671242966898,-175.83403519834843,2.4405525399827677,0.0017539007094938568
11,0,0.7095312000000001,0.7216270285714286,0.06926738959340409,0.012649953440294747,-164.6654253556198,5.475270296448919,0.0006881888462469776
11,1,0.7592918723404255,0.6993498936170214,0.07584211240172455,0.02692137797980117,-168.53731802437798,2.817065879493482,0.001603605686923655
12,0,0.7017188285714283,0.7369046857142858,0.06926755543622085,0.012649861601567471,-164.66562296611764,5.475323153297198,0.0006881854976703173
12,1,0.752227425531915,0.7088652340425532,0.07082804304785627,0.02545435676903583,-168.86109830801317,2.782441577641224,0.0014159804291719244
13,0,0.6970312285714285,0.7438492,0.06926723515538494,0.012649799115654722,-164.66557808766478,5.475324880439391,0.0006881789162421055
13,1,0.7491023829787232,0.7102541276595744,0.07082805251981494,0.025454295407940867,-168.86130763748392,2.782448656939172,0.0014159772051248404
14,0,0.6923437714285717,0.7494046857142858,0.06926752382154673,0.012649921369584306,-164.6657190612166,5.47529478667709,0.0006881884351075759
14,1,0.7467586595744679,0.7130319361702128,0.07082815665889465,0.02545428425688256,-168.86109655879687,2.7824539668907544,0.0014159786667335388
15,0,0.6821732727272726,0.7484007272727273,0.08584826649942369,0.016759099004131802,-163.1008286251592,5.122181347392987,0.0011299834375598152
15,1,0.7448474285714284,0.7192459761904763,0.07746745630743823,0.02498195628092738,-167.61280849279524,3.100812227197421,0.0015199721173203267
16,0,0.667732534883721,0.7611757906976746,0.0879069641891488,0.0215181160084661,-164.09672543883693,4.085063910365288,0.001485653081696921
16,1,0.7415837727272727,0.7113321363636362,0.08490989211419181,0.028829881410978808,-166.74672502651805,2.9451021945467852,0.0019226092453642203
17,0,0.6655382499999998,0.7554011944444446,0.09140251571222327,0.020694464014211707,-168.95281451943794,4.416548266299155,0.0014856011031360694
17,1,0.7409299024390243,0.7109417317073171,0.08053290502480148,0.030321974299708124,-158.9025717373221,2.655837921070185,0.0019178768728478279
18,0,0.6600761282051285,0.7575497435897436,0.08858410959931448,0.022476787384024133,-170.37885206002463,3.940962163485662,0.0015637954423423394
18,1,0.741711243902439,0.705386268292683,0.0805327564512898,0.0303219817808503,-158.90250982913483,2.6558323661345264,0.0019178738077802852
19,0,0.6571701777777779,0.7546913777777776,0.0925801486653862,0.0236770615406566,-173.36866242131316,3.9099547277728264,0.001721613098224524
19,1,0.741711243902439,0.6984417317073172,0.08053290858446702,0.030321986839368844,-158.90256257884948,2.6558369401760182,0.0019178777507591694
20,0,0.657607880952381,0.7616071904761905,0.09677427196633676,0.022820243435315194,-176.135543160281,4.240534580888851,0.0017344830779714427
20,1,0.7549924146341462,0.6762194634146339,0.08053283206468345,0.030321929827372907,-158.9025919158582,2.655839410081852,0.0019178723224252843
21,0,0.664511675,0.7693403250000002,0.09175967958170833,0.014645534498940366,-174.65022755030213,6.264941347616863,0.0010554726787135344
21,1,0.768868891304348,0.6493961086956522,0.07625136532802124,0.02532377385612233,-158.737229409917,3.010939634100119,0.001516582122957094
22,0,0.6712158125000001,0.7710937187499999,0.09622260974618269,0.008413151386896281,-173.9276711258663,11.435806811847275,0.0006358076027282533
22,1,0.7841517346938778,0.6227041020408163,0.0866310926238407,0.0296689034563621,-158.45061375965722,2.9198306206575957,0.002018669255132593
23,0,0.6755743823529411,0.7684231764705881,0.0967729066252075,0.008486156150719792,-169.63872957846098,11.402277147569652,0.0006449925311983259
23,1,0.7864955306122449,0.6143707346938775,0.08663136045220912,0.02966883974833429,-158.45059039295225,2.9198459171682156,0.0020186711613417543
24,0,0.6794033636363638,0.7689815454545456,0.08869991266804816,0.009000183173575023,-166.96266533964,9.854250375489137,0.0006269954972680281
24,1,0.7896205102040817,0.6060374489795919,0.08663129814282408,0.029668767176719707,-158.45072140752941,2.919850958951881,0.0020186647716404814
25,0,0.7044034318181815,0.7949810227272724,0.08927341723376843,0.03540464717280587,-172.25794555615545,2.521445711698131,0.002482403136268982
25,1,0.8042882666666666,0.5710801999999999,0.09038086249084598,0.03246735480660629,-160.3881982745989,2.783660060055039,0.002304693992855649
26,0,0.7399461967213113,0.7790528032786884,0.11414857232426248,0.044042211537166566,-168.4253483599291,2.591740437182615,0.003948475830615541
26,1,0.8174085849056602,0.5503145094339621,0.08960155700182983,0.04095171358970791,-164.49169278137333,2.187927225031266,0.0028818907759372604
27,0,0.7621562399999996,0.7743610000000001,0.08506142412813893,0.04025155535183004,-177.1918684403255,2.1131931472338614,0.002689089131543936
27,1,0.8277000877192984,0.5398879649122807,0.09378268586868548,0.04837770018604178,-174.69603647900786,1.9385118969307003,0.003563344131398864
28,0,0.7846604230769232,0.7768429038461536,0.08630612018374932,0.05343132908496649,-175.44090460144974,1.6152415899091337,0.0036218249179055875
28,1,0.8401413968253966,0.5225308412698413,0.11452200454998251,0.058465570656101425,-169.66611226108427,1.9587604209522982,0.005258707504319679
29,0,0.7891649999999998,0.7900501147540981,0.094848324768958,0.06211506751185297,-162.6415266386388,1.5269531470397586,0.004627181209357924
29,1,0.8447774109589042,0.5233257397260274,0.1251339486490344,0.06166675590747632,-170.0231471603076,2.029163325430231,0.006060607133187773
30,0,0.7904969344262298,0.801070131147541,0.10568652576620038,0.0683319653518724,-160.35256375361692,1.5466404131882805,0.005671963336889542
30,1,0.851623515625,0.517144109375,0.13127757666106973,0.06842641399652295,-171.13059230555228,1.9184939046175327,0.00705511688371185
31,0,0.8097006041666667,0.8052662083333334,0.08379750760545875,0.06508621721664508,-147.7467855299223,1.287464900005416,0.004283610892211816
31,1,0.8609044788732393,0.5132824929577465,0.14658170912687235,0.06932972902329107,-169.23274687196513,2.1142386816332115,0.007981585409877253
32,0,0.8288888666666666,0.7965740666666666,0.07412064513107317,0.054255629697746346,7.906858764789254,1.3661122252522055,0.003158449085106013
32,1,0.8687170140845072,0.5257824929577465,0.1465816963294315,0.06932991745126783,-169.23277222293333,2.114232750957935,0.007981606405808046
33,0,0.8470635517241379,0.8171696034482759,0.07697371258395413,0.051720507145031486,-12.789903382204926,1.488234137650191,0.0031267639056137574
33,1,0.8804357183098591,0.5743935633802818,0.14658169292108145,0.0693298161884407,-169.23275194013863,2.114235789791849,0.007981594562335761
34,0,0.8505011886792452,0.8360849433962266,0.07754031903725092,0.04175846723329191,-10.433319267803942,1.856832095200521,0.0025430916634383584
34,1,0.8827795070422536,0.5896714084507042,0.1465818647332007,0.06932988388909121,-169.232684921912,2.114236203416764,0.007981611711811156
35,0,0.8566988723404254,0.85514185106383,0.07487131455018393,0.033970939297603475,-12.235528451880617,2.203916411550449,0.0019976200803950984
35,1,0.8859044788732398,0.6035603380281691,0.14658169433347512,0.06932973562840934,-169.23277712313404,2.1142382668360296,0.007981585364769643
36,0,0.8481050425531913,0.9176418510638299,0.07487135372653204,0.033970919753291154,-12.23555967017558,2.2039188326788217,0.0019976199763677154
36,1,0.887467,0.6952268591549295,0.1465815765711796,0.06932986495215518,-169.23271342677182,2.1142326245653313,0.007981593840825685
37,0,0.8421353777777777,0.970555577777778,0.0754575575481129,0.03326834267692326,-10.689119637715484,2.2680808058300714,0.001971622616069811
37,1,0.8977576883116883,0.8309704805194807,0.1596627708192363,0.07372584032035125,177.26472065310125,2.1655989884482225,0.00924513536765174
38,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
38,1,0.9118455135135135,0.8341966891891892,0.1581270364527656,0.07450528004751222,-172.44982268982744,2.1223316524718308,0.00925301070227678
39,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
39,1,0.9462204324324323,0.8883633648648647,0.15812677632759065,0.07450517823532526,-172.449801683695,2.122331061300078,0.00925298283640341
40,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
40,1,0.9462970821917808,0.8882420000000001,0.15706601842733312,0.07498972177365776,-172.28317717755897,2.0944726855863682,0.009250684264925056
41,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
41,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
42,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
42,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
43,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
43,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
44,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
44,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
45,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
45,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
46,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
46,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
47,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
47,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
48,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
48,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
49,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
49,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
50,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
50,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
51,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
51,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
52,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
52,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
53,0,0.8337086176470588,0.976593117647059,0.07319598009302755,0.025229037901599905,-1.2784919432930026,2.9011442780427212,0.0014503666365435228
53,1,0.9455875915492957,0.8887128169014086,0.15906151776830024,0.07407357023915269,-172.68342584301234,2.1473161066579776,0.009253761051858598
